review,aspect
"Quartos amplos e super limpos, pessoal muito amigável, Cassino gostoso com dealers simpáticos e engraçados.  Indico para todos que procuram uma tarifa justa e conforto.  Pode-se ir à pé até a Strip tranquilamente.  Room Tip: se ficar no apartamento de cima se poupará do barulho que seus vizinhos farão estando embaixo...","['cassino', 'conforto', 'quarto']"
"Amei minha estaida neste Hilton! O unico ponto negativo é o preço alto, mesmo com promoções fica um pouco apertado para o orçamento. Além disso, quase nada é incluído na diária, nao internet wi-fi cortesia, nem café da manha, nem estacionamento. tudo pago á parte.  Mas o hotel é lindo, limpo, os quartos sao grandes, as camas confortaveis. A localização é perfeita, a uma quadra da times square.","['internet', 'localização', 'estacionamento', 'preço', 'cama', 'quarto', 'hotel']"
"É um hotel pequeno, organizado, agradável e muito limpo. A equipe do hotel é gentil, educada e calorosa. Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats. o café da manhã é simples mas muito gostoso, com pães de primeira linha. Não tenho nada a reclamar, fomos muito bem atendidas.","['café da manhã', 'localização', 'hotel']"
"Fiquei hospedada lá pela localização, é perto do aeroporto e eles fazem o serviço de transfer.Porém essa boa localização foi a pior coisa, pois é muito barulho, não deu mesmo pra dormir a noite, não vale a pena!!!! Ele fica em frente a linha de trem e avenida muito movimentada.E também tive uma péssima experiência com o chuveiro rsrs ele demora a esquentar, cheguei lá meia noite e tive que tomar banho gelado. No dia seguinte fui perguntar e eles me disseram que demora uns 10 min. a esquentar. Já o café da manhã é ótimo, o atendimento também, nada a reclamar disso. Porém não vale a pena pra mim, lá não fico mais.","['atendimento', 'localização', 'chuveiro', 'serviço', 'aeroporto', 'café da manhã']"
"Ficamos por 4 dias em Las Vegas e, por ser uma cidade relativamente pequena, procuramos nos hospedar em um hotel que ficasse próximo de tudo e com um bom custo/beneficio. Para quem esta procurando exatamente isso, o Flamingo é uma excelente opção! Fica bem em frente aos principais hotéis da Strip e com muitas alternativas de transporte (o Flamingo tem uma estação de Monorail praticamente dentro do hotel). Quartos amplos, boa limpeza, bom atendimento... Enfim, recomendo!","['limpeza', 'atendimento', 'quarto']"
"É extremamente bem localizado, com o melhor preço ao redor da times square. Foi reformado, funcionários atenciosos, quartos bons. Tinha muitos brasileiros hospedados lá e tem café da manhã, incluso. Donuts, sucos, café e iogurte. Faltam mesas para todos setar pela manhã, mas se consegue comer. Foi minha quarta estadia em NYC e, com certeza, o melhor custo benefício. Vale a pena.","['quarto', 'café da manhã', 'preço', 'funcionários']"
"Localização excelente, atendimento e serviços de um cinco estrelas. Não tenho nada a me queixar do hotel. Fui com minha esposa e filho, o quarto era amplo, cama de casal e cama extra, banheiro com um box e mais uma banheira, closet, sofá e poltrona. Quarto reformado, já que o hotel parece ser tão antigo quanto o Louvre. Café da manhã de primeira. Realmente recomendo e pretendo ficar lá da próxima vez.","['cama', 'serviço', 'café da manhã', 'localização', 'hotel', 'atendimento']"
"Após termos passado por uma situação de overbooking, colocaram-nos neste hotel.  Apesar dos recepcionistas serem atenciosos, o hotel é muito mau. A única vantagem é a localização e o facto de oferecerem sandes para o almoço.  A casa de banho era minúscula, não tinha gel de banho nem champô, as camas estavam com cabelos, inclusive os copos da casa de banho. O pequeno-almoço não tinha praticamente nada e demoraram muito tempo a repor o leite e o café.","['localização', 'cama', 'almoço', 'hotel']"
"Ficamos oito noites neste hotel. NÃ£o deixou nada a desejar. Quartos foram limpos todos os dias. As camareiras trocam as toalhas duas vezes ao dia e dÃ£o muiiitos chocolates. A piscina Ã© Ã³tima, apenas tem que ir pela manhÃ£ para conseguir lugares perto da piscina. Os restaurantes sÃ£o Ã³timos e a localizaÃ§Ã£o Ã© perfeita.","['quarto', 'hotel', 'toalha']"
"Hotel muito bem localizado, perto do metro e ponto de onibus,dá para andar até o Rio Sena, atrás da Igreja Notre Dame, proximo ao Pantheon e Jardim de Luxemburgo, bons restaurantes na mesma rua, com várias opções de cozinha  Room Tip: apartamentos de frente te linda vista, não é barulhento, hotel sem luxo e bom preço.","['cozinha', 'apartamento', 'luxo', 'hotel', 'rua', 'preço']"
"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.","['hotel', 'rodoviária', 'preço', 'quarto', 'recepção', 'atendimento']"
"Muito bem recebido, hospitaleiros. Falam inglês e espanhol.  Quarto sem ar condicionado, mas não foi problema mesmo indo no meio de junho.  8 minutos do metrô. Rua com boa iluminação e nessa época do ano com várias pessoas na rua. Andamos eu e minha esposa vários dias após a meia noite  Recomendo a todos","['rua', 'quarto', 'iluminação']"
"Eu e minha colega reservamos um quarto duplo, por telefone, com um mês de antecedência, para fazer um curso em Poa. Quando chegamos ao hotel, perto das 22:00, fomos informadas de que a reserva não estava confirmada!Então nos arrumaram um quarto com somente uma cama de casal, e não havia ninguém da manutenção ou alguém com vontade para colocar uma cama extra no quarto. Resultado: tivemos que aceitar, pois não havia como procurar outro hotel aquela hora. O hotel é em um prédio muito antigo e necessita de reforma urgentes, o teto parecia que ia cair na nossa cabeça. No outro dia nos mudaram de quarto, e é claro que nós mesmas que tivemos que fazer esta mudança, então o problema foi outro, não conseguimos tomar banho direito, pois só havia uma regulagem no chuveiro: quente, num dia quente! As condições deste banheiro eram piores do que o primeiro. Solicitamos falar com a gerente, mais de cinco vezes. No entanto, não fomos atendidas! Allém de tudo isso, é claro, há o barulho da rua, dia e noite, insuportável!! O hotel é pessimo, tanto em atendimento quanto em acomodações. Não recomendo a ninguém!","['rua', 'quarto', 'casal', 'chuveiro', 'telefone', 'hotel', 'gerente', 'atendimento']"
"Parte boa: Hotel bem localizado no centro, próximo à prefeitura, mercado municipal, shopping, usina do gasometro, etc.Parte ruim: Instalações e serviço deixaram a desejar. A recepção parece que foi reformada, pois está novinha e muito bem cuidada, com relação ao resto do hotel. Quarto com cheiro de mofo, moveis antigos, instalações mal conservadas no banheiro. Café da manhã muito muito, muito caro.","['hotel', 'shopping', 'instalações', 'recepção', 'café da manhã', 'serviço', 'quarto']"
"Quarto e banheiro mínimos, era quase impossível abrir a mala no chão, tinha que abrir a porta do quarto. Cama razoável, assim como o atendimento da recepção, a localização é interessante, mas a estação de metrô próxima ao hotel, é uma das piores de Paris (Place Monge), com uma infinidade de degraus a subir. Café da manhã bom.","['cama', 'café da manhã', 'atendimento', 'quarto', 'recepção']"
Muito bem localizado com pessoal de recepção bem prestativo. duas pessoas falam o portugues e são otimos. Fiquei muito impressionado com a presteza de Ricardo na recepção. Fica praticamente a 100 metros de ponto de metrô. Achei falho o serviço de quarto. duas vezes esquerceram de abastecer meu frigobar. A suite que fiquei cabe muito bem para um casal e até dois filhos. tem uma porta de correr que separa os ambientes. Achei o café da manhã ruim para quem fica muito tempo como fiquei 09 dias.,"['café da manhã', 'recepção', 'serviço de quarto']"
"O melhor desse hotel foi a excelente vista do nosso quarto pra Torre Eiffel. Os quartos são funcionais e limpos. O café da manhã não é bom, tem poucas opções, ficamos cinco dias no terceiro não conseguiamos mais comer as mesmas coisas. A localização é boa por ser próximo de duas estações.  Room Tip: Solicitar vista pra Torre Eiffel.","['localização', 'café da manhã', 'quarto', 'hotel']"
"Estive hospedada no hotel por uma semana com minha mãe (70 anos) e filha (5 anos). Gostei muito do quarto e banheiros espaçosos, a cozinha equipada e as camas e roupas de camas maravilhosas - limpas e macias. O atendimento foi impecável! Uma excelente opção para New York, principalmente, em virtude da cozinha em que pudemos fazer as comidas que minha filha gosta e tomar belos cafés da manhã. Com certeza, retornarei a este hotel quando voltar a New York.","['atendimento', 'cozinha', 'cama', 'quarto']"
"A grande vantagem do hotel é que por pertencer a uma rede o hóspede sabe o que vai encontrar. Estava tudo funcionando bem. O único ponto negativo foi a qualidade do colchão. A localização é muito boa, já que tem rápido e fácil acesso a duas linhas de metro. Além disso, pode-se chegar caminhando a vários locais como restaurantes e mesmo pontos turísiticos.","['colchão', 'hotel', 'localização']"
"O hotel fica próximo aos pontos de transporte como trens e metrôs. Existe um conjunto de restaurantes e comércio próximo intenso e diversificado. Os atendentes não forão rudes, mas também não foram simpáticas. Algumas informações como estacionamentos se limitaram a apontar a direção, sem um mapa ou alguma dicas de tarifas. Ficamos sabendo que alguns tinham tarifas diferenciadas na pernoite.","['hotel', 'estacionamento']"
"Belo hotel , bem localizado, novo, limpo, muita tecnologia nos quartos   apartmento amplo (o corredor é um pouco estreito e longo) mais em las vegas é tudo asim grande  arquitetura linda  cassino limpo amplo e pessoal cortez   buffet muito bom   gostei voltaria  Room Tip: nao pegue andares baixos pois ha uma piramide no edificio ai tapa toda a vista creio ter que ser a...","['cassino', 'hotel', 'corredor', 'quarto']"
"Ficamos hospedados 1 noite ótimo quarto tudo novo, camas excelentes frigobar completo, atendimento bom, muito silencioso e ar condicionado splitJa me hospedei 2 vezes neste hotel, custo beneficio 100%","['atendimento', 'quarto', 'frigobar', 'hotel']"
"Apesar da ótima localização, o Express do Açores é péssimo. Não tem nenhuma condição de estar figurando em listas de hotéis disponíveis. A portaria é arrumadinha e os funcionários corteses, mas no elevador já dá pra sentir o drama. O quarto é velho e o banheiro um caso de saúde pública, já que no box o piso é um laminado plástico por cima do azulejo e super mofado por baixo, um chuveiro ruim e sem ventilação. O café é básico com Soborôs sortidos de ontem. Não gostamos e não recomendo pra ninguém.","['quarto', 'elevador', 'funcionários', 'localização', 'chuveiro']"
"Excelente hotel, sem cassino e aquela confusao dos outros hoteis , mas perto de tudo, em frente ao shopping, com servico de transfer para o cesar e o wynn. Check inn e checkout rapidos, equipe atenciosa, fantastico.  Meu unico porem e o chuveiro do banheiro que nao e tao bom, para um banheiro maravilhoso como aquele com jacuzi e televisao o chuveiro poderia ser melhor.","['hotel', 'chuveiro', 'cassino', 'shopping']"
"Hotel é limpo e muito bem localizado. O quarto com cama de casal realmente é bem pequeno, mal havia espaço para abrir uma mala. No entanto, a distribuição do espaço é inteligente e, numa cidade como Nova Iorque, a última coisa que se pretende é perder tempo no quarto do hotel. Ótimo ter internet liberada, secador e estação para IPod para se ouvir música. Ficaria novamente.","['internet', 'secador', 'casal', 'hotel', 'quarto', 'cidade', 'cama']"
